ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
14311,"Pokoknya tidak enak, gitu deh.",tidak_jelas, , , ,sedang, ,pokoknya tidak enak,30,19,3
14312,"Seperti ada yang salah, tapi apa ya?",tidak_jelas, , , ,sedang, ,salah tapi apa,36,14,3
14313,Saya kurang paham bagaimana memulainya.,tidak_jelas, , , ,sedang, ,kurang paham bagaimana memulainya,39,33,4
14314,"Ya begitulah kira-kira, susah diungkapkan.",tidak_jelas, , , ,sedang, ,begitulah kira kira susah diungkapkan,42,37,5
14315,Mmm... gimana ya bilangnya?,tidak_jelas, , , ,sedang, ,mmm gimana bilangnya,27,20,3
14316,"Aduh, gimana ya menjelaskannya?",tidak_jelas, , , ,sedang, ,aduh gimana menjelaskannya,31,26,3
14317,Pokoknya begitu deh rasanya!,tidak_jelas, , , ,sedang, ,pokoknya rasanya,28,16,2
14318,"Entahlah, saya juga kurang paham.",tidak_jelas, , , ,sedang, ,entahlah juga kurang paham,33,26,4
14319,Saya kurang mengerti istilah medis.,tidak_jelas, , , ,sedang, ,kurang mengerti istilah medis,35,29,4
14320,"Mungkin seperti itu, tapi saya tidak yakin.",tidak_jelas, , , ,sedang, ,tapi tidak yakin,43,16,3
14321,Saya tidak terlalu memperhatikan detailnya.,tidak_jelas, , , ,sedang, ,tidak terlalu memperhatikan detailnya,43,37,4
14322,Susah juga ya mau cerita lengkapnya.,tidak_jelas, , , ,sedang, ,susah juga cerita lengkapnya,36,28,4
14323,"Entahlah, saya juga tidak mengerti kenapa begini.",tidak_jelas, , , ,sedang, ,entahlah juga tidak mengerti kenapa,49,35,5
14324,Saya kurang paham apa yang sebenarnya terjadi.,tidak_jelas, , , ,sedang, ,kurang paham apa sebenarnya terjadi,46,35,5
14325,"Bingung mau cerita dari mana, banyak sekali.",tidak_jelas, , , ,berat, ,bingung cerita mana banyak sekali,44,33,5
14326,"Ah, sudahlah, lupakan saja perkataan saya tadi.",tidak_jelas, ,1 hari, ,sedang, ,ah sudahlah lupakan perkataan tadi,47,34,5
14327,Saya tidak yakin apa yang saya rasakan ini benar.,tidak_jelas, , , ,sedang, ,tidak yakin apa rasakan benar,49,29,5
14328,"Pokoknya terasa tidak nyaman, gitu saja dok.",tidak_jelas, , , ,sedang, ,pokoknya terasa tidak nyaman,44,28,4
14329,Saya sendiri masih mencari tahu apa ini sebenarnya.,tidak_jelas, , , ,sedang, ,masih mencari tahu apa sebenarnya,51,33,5
14330,"Intinya saya merasa tidak enak, sudah itu saja.",tidak_jelas, , , ,sedang, ,intinya merasa tidak enak sudah,47,31,5
14331,"Saya tidak begitu memperhatikan detailnya, maaf.",tidak_jelas, , , ,sedang, ,tidak memperhatikan detailnya maaf,48,34,4
14332,Saya tidak paham apa yang terjadi dengan tubuh saya.,tidak_jelas, , , ,sedang, ,tidak paham apa terjadi tubuh,52,29,5
14333,"Entahlah, pokoknya terasa tidak beres saja.",tidak_jelas, , , ,sedang, ,entahlah pokoknya terasa tidak beres,43,36,5
14334,Sulit untuk mengidentifikasi dengan pasti apa masalahnya.,tidak_jelas, , , ,sedang, ,sulit mengidentifikasi pasti apa masalahnya,57,43,5
14335,"Saya merasa seperti ada yang salah, tapi apa ya?",tidak_jelas, , , ,sedang, ,merasa salah tapi apa,48,21,4
14336,"Tidak tahu pasti, intinya tidak nyaman saja.",tidak_jelas, , , ,sedang, ,tidak tahu pasti intinya tidak nyaman,44,37,6
14337,"Bingung mau mulai menjelaskan dari mana, dok.",tidak_jelas, , , ,sedang, ,bingung mulai menjelaskan mana,45,30,4
14338,Saya tidak yakin apakah ini penting atau tidak.,tidak_jelas, , , ,sedang, ,tidak yakin apakah penting tidak,47,32,5
14339,Saya tidak mengerti apa yang sedang saya rasakan.,tidak_jelas, , , ,sedang, ,tidak mengerti apa sedang rasakan,49,33,5
14340,"Saya tidak yakin apa yang saya rasakan, dok.",tidak_jelas, , , ,sedang, ,tidak yakin apa rasakan,44,23,4
14341,"Aduh, saya juga kurang paham ini kenapa ya.",tidak_jelas, , , ,sedang, ,aduh juga kurang paham kenapa,43,29,5
14342,"Pokoknya tidak nyaman, gitu aja deh dok!",tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman,40,21,3
14343,"Saya gak bisa mendeskripsikan dengan tepat, maaf ya.",tidak_jelas, , , ,sedang, ,tidak mendeskripsikan tepat maaf,52,32,4
14344,"Emmm, entahlah, saya merasa aneh saja.",tidak_jelas, , , ,sedang, ,emmm entahlah merasa aneh,38,25,4
14345,Saya sendiri juga masih mencari tahu ini apa.,tidak_jelas, , , ,sedang, ,juga masih mencari tahu apa,45,27,5
14346,"Intinya, saya merasa ada yang salah.",tidak_jelas, , , ,sedang, ,intinya merasa salah,36,20,3
14347,"Ya begitulah pokoknya, dokter pasti ngerti deh!",tidak_jelas, , , ,sedang, ,begitulah pokoknya pasti ngerti,47,31,4
14348,"Rasanya seperti itu, tapi tidak yakin juga.",tidak_jelas, , , ,sedang, ,rasanya tapi tidak yakin juga,43,29,5
14349,Saya kurang mengerti apa yang terjadi.,tidak_jelas, , , ,sedang, ,kurang mengerti apa terjadi,38,27,4
14350,"Ah, susah menjelaskannya, pokoknya begitu.",tidak_jelas, , , ,sedang, ,ah susah menjelaskannya pokoknya,42,32,4
14351,"Mungkin saja, tapi saya tidak bisa memastikan.",tidak_jelas, , , ,sedang, ,tapi tidak memastikan,46,21,3
14352,Saya tidak tahu pasti apa yang saya rasakan.,tidak_jelas, , , ,sedang, ,tidak tahu pasti apa rasakan,44,28,5
14353,"Ya, begitulah kira-kira, agak sulit diungkapkan.",tidak_jelas, , , ,ringan, ,begitulah kira kira agak sulit diungkapkan,48,42,6
14354,"Mmm, entahlah, saya tidak yakin dengan jawaban saya.",tidak_jelas, , , ,sedang, ,mmm entahlah tidak yakin jawaban,52,32,5
14355,"Rasanya aneh, tapi sulit untuk saya definisikan.",tidak_jelas, , , ,sedang, ,rasanya aneh tapi sulit definisikan,48,35,5
14356,Saya juga bingung dengan kondisi saya ini!,tidak_jelas, , , ,sedang, ,juga bingung kondisi,42,20,3
14357,"Entahlah, saya merasa ada yang aneh dengan tubuh saya.",tidak_jelas, , , ,sedang, ,entahlah merasa aneh tubuh,54,26,4
14358,Rasanya seperti ada sesuatu yang tidak beres.,tidak_jelas, , , ,sedang, ,rasanya sesuatu tidak beres,45,27,4
14359,"Mungkin saja, tapi saya tidak yakin betul.",tidak_jelas, , , ,sedang, ,tapi tidak yakin betul,42,22,4
14360,Saya tidak tau pasti apa penyebabnya.,tidak_jelas, , , ,sedang, ,tidak tahu pasti apa penyebabnya,37,32,5
14361,"Bingung saya menjelaskannya, campur aduk rasanya.",tidak_jelas, , , ,sedang, ,bingung menjelaskannya campur aduk rasanya,49,42,5
14362,"Ah, susah deh pokoknya!",tidak_jelas, , , ,sedang, ,ah susah pokoknya,23,17,3
14363,Saya merasa seperti ada sesuatu yang aneh.,tidak_jelas, , , ,sedang, ,merasa sesuatu aneh,42,19,3
14364,"Rasanya sulit dijelaskan, pokoknya begitu.",tidak_jelas, , , ,sedang, ,rasanya sulit dijelaskan pokoknya,42,33,4
14365,"Aduh, saya jadi linglung sendiri menjelaskannya.",tidak_jelas, , , ,sedang, ,aduh jadi linglung menjelaskannya,48,33,4
14366,"Hmm, rasanya agak berbeda dari biasanya.",tidak_jelas, , , ,ringan, ,hmm rasanya agak berbeda biasanya,40,33,5
14367,"Saya kurang paham, apa ya namanya itu?",tidak_jelas, , , ,sedang, ,kurang paham apa namanya,38,24,4
14368,"Pokoknya tidak enak, susah mau bilang bagaimana.",tidak_jelas, , , ,sedang, ,pokoknya tidak enak susah bilang bagaimana,48,42,6
14369,"Seperti ada yang salah, tapi di mana ya?",tidak_jelas, , , ,sedang, ,salah tapi mana,40,15,3
14370,"Ah, sudahlah, saya juga bingung.",tidak_jelas, , , ,sedang, ,ah sudahlah juga bingung,32,24,4
14371,"Aduh, saya susah sekali menjelaskannya dok.",tidak_jelas, , , ,berat, ,aduh susah sekali menjelaskannya,43,32,4
14372,"Rasanya pokoknya campur aduk, tidak karuan.",tidak_jelas, , , ,sedang, ,rasanya pokoknya campur aduk tidak karuan,43,41,6
14373,"Entahlah dok, saya sendiri juga bingung.",tidak_jelas, , , ,sedang, ,entahlah juga bingung,40,21,3
14374,"Yang jelas, saya merasa tidak seperti biasanya.",tidak_jelas, , , ,sedang, ,jelas merasa tidak biasanya,47,27,4
14375,Saya tidak tahu apa yang sebenarnya terjadi.,tidak_jelas, , , ,sedang, ,tidak tahu apa sebenarnya terjadi,44,33,5
14376,"Mungkin karena kecapekan, atau mungkin bukan?",tidak_jelas, , , ,sedang, ,kecapekan bukan,45,15,2
14377,"Ah, sudahlah, saya serahkan saja pada dokter.",tidak_jelas, , , ,sedang, ,ah sudahlah serahkan,45,20,3
14378,Intinya saya merasa ada yang salah dengan tubuh saya.,tidak_jelas, , , ,sedang, ,intinya merasa salah tubuh,53,26,4
14379,Saya tidak mengerti apa yang saya rasakan ini!,tidak_jelas, , , ,sedang, ,tidak mengerti apa rasakan,46,26,4
14380,"Ah, entahlah, saya pusing memikirkannya!",tidak_jelas,pusing, , ,sedang,Hipertensi,ah entahlah pusing memikirkannya,40,32,4
14381,"Pokoknya, ada sesuatu yang aneh dalam diri saya.",tidak_jelas, , , ,sedang, ,pokoknya sesuatu aneh dalam diri,48,32,5
14382,"Mungkin hanya perasaan saya saja, dok.",tidak_jelas, , , ,sedang, ,perasaan,38,8,1
14383,Saya tidak tahu apa yang harus saya katakan.,tidak_jelas, , , ,sedang, ,tidak tahu apa katakan,44,22,4
14384,"Saya lupa-lupa ingat, dok.",tidak_jelas, , , ,sedang, ,lupa lupa ingat,26,15,3
14385,"Rasanya aneh sekali, susah dijelaskan.",tidak_jelas, , , ,berat, ,rasanya aneh sekali susah dijelaskan,38,36,5
14386,"Entahlah, saya tidak mengerti.",tidak_jelas, , , ,sedang, ,entahlah tidak mengerti,30,23,3
14387,Pokoknya beda dari biasanya.,tidak_jelas, , , ,sedang, ,pokoknya beda biasanya,28,22,3
14388,Saya merasa seperti ada yang salah.,tidak_jelas, , , ,sedang, ,merasa salah,35,12,2
14389,Mungkin cuma perasaan saya saja.,tidak_jelas, , , ,sedang, ,perasaan,32,8,1
14390,Saya tidak tahu kenapa bisa begini.,tidak_jelas, , , ,sedang, ,tidak tahu kenapa,35,17,3
14391,Bingung mau cerita dari mana.,tidak_jelas, , , ,sedang, ,bingung cerita mana,29,19,3
14392,"Saya merasa tidak enak, itu saja!",tidak_jelas, , , ,sedang, ,merasa tidak enak,33,17,3
14393,"Aduh, gimana ya jelasinnya, saya lupa.",tidak_jelas, , , ,sedang, ,aduh gimana jelasinnya lupa,38,27,4
14394,"Pokoknya gitu deh, susah diungkapkan.",tidak_jelas, , , ,sedang, ,pokoknya susah diungkapkan,37,26,3
14395,"Ah, sudahlah, mungkin hanya perasaan saja.",tidak_jelas, , , ,sedang, ,ah sudahlah perasaan,42,20,3
14396,Agak susah dijelaskan dengan kata-kata.,tidak_jelas, , , ,ringan, ,agak susah dijelaskan kata kata,39,31,5
14397,"Entahlah, saya sendiri juga bingung.",tidak_jelas, , , ,sedang, ,entahlah juga bingung,36,21,3
14398,"Pokoknya tidak nyaman, gitu saja.",tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman,33,21,3
14399,Saya kurang paham dengan yang seperti ini.,tidak_jelas, , , ,sedang, ,kurang paham,42,12,2
14400,"Ah, sudahlah, tidak penting kayaknya.",tidak_jelas, , , ,sedang, ,ah sudahlah tidak penting kayaknya,37,34,5
14401,"Gimana ya, susah mau ngomongnya.",tidak_jelas, , , ,sedang, ,gimana susah ngomongnya,32,23,3
14402,"Emmm, apa ya? Lupa saya mau bilang apa.",tidak_jelas, , , ,sedang, ,emmm apa lupa bilang apa,39,24,5
14403,"Ya, kurang lebih seperti itulah, dokter!",tidak_jelas, , , ,sedang, ,kurang lebih itulah,40,19,3
14404,"Aduh, saya pusing sekali ini bagaimana ya?",tidak_jelas,pusing, , ,berat,Hipertensi,aduh pusing sekali bagaimana,42,28,4
14405,"Entahlah, rasanya campur aduk begitu.",tidak_jelas, , , ,sedang, ,entahlah rasanya campur aduk,37,28,4
14406,Saya sendiri juga tidak paham dengan ini semua.,tidak_jelas, , , ,sedang, ,juga tidak paham semua,47,22,4
14407,"Pokoknya begitulah, susah dijelaskan.",tidak_jelas, , , ,sedang, ,pokoknya begitulah susah dijelaskan,37,35,4
14408,Saya agak lupa kejadiannya bagaimana.,tidak_jelas, , , ,ringan, ,agak lupa kejadiannya bagaimana,37,31,4
14409,"Ah sudahlah, mungkin hanya perasaan saya saja.",tidak_jelas, , , ,sedang, ,ah sudahlah perasaan,46,20,3
14410,"Aduh, susah menjelaskannya, pokoknya aneh!",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya pokoknya aneh,42,39,5
14411,"Mmm, ya begitulah kira-kira, dok.",tidak_jelas, , , ,sedang, ,mmm begitulah kira kira,33,23,4
14412,Rasanya campur aduk tidak karuan.,tidak_jelas, , , ,sedang, ,rasanya campur aduk tidak karuan,33,32,5
14413,Sulit dijelaskan dengan kata-kata.,tidak_jelas, , , ,sedang, ,sulit dijelaskan kata kata,34,26,4
14414,"Ah, sudahlah, lupakan saja dok.",tidak_jelas, , , ,sedang, ,ah sudahlah lupakan,31,19,3
14415,"Pokoknya, tidak enak banget!",tidak_jelas, , , ,sedang, ,pokoknya tidak enak banget,28,26,4
14416,"Rasanya seperti itulah, susah dijelaskan.",tidak_jelas, , , ,sedang, ,rasanya itulah susah dijelaskan,41,31,4
14417,"Entahlah, Dok, saya juga bingung ini kenapa.",tidak_jelas, , , ,sedang, ,entahlah juga bingung kenapa,44,28,4
14418,Pokoknya tidak nyaman saja rasanya!,tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman rasanya,35,29,4
14419,"Saya tidak mengerti, Dok, ini apa ya?",tidak_jelas, , , ,sedang, ,tidak mengerti apa,37,18,3
14420,"Aduh, saya pusing mau menjelaskannya.",tidak_jelas,pusing, , ,sedang,Hipertensi,aduh pusing menjelaskannya,37,26,3
14421,Itu... ya... begitulah kira-kira.,tidak_jelas, , , ,sedang, ,begitulah kira kira,33,19,3
14422,"Agak sulit untuk saya ungkapkan, Dok.",tidak_jelas, , , ,ringan, ,agak sulit ungkapkan,37,20,3
14423,Rasanya tidak seperti biasanya.,tidak_jelas, , , ,sedang, ,rasanya tidak biasanya,31,22,3
14424,"Entahlah, saya sulit mengungkapkannya.",tidak_jelas, , , ,sedang, ,entahlah sulit mengungkapkannya,38,31,3
14425,"Ya, pokoknya begitulah.",tidak_jelas, , , ,sedang, ,pokoknya begitulah,23,18,2
14426,"Aduh, bagaimana ya menjelaskannya?",tidak_jelas, , , ,sedang, ,aduh bagaimana menjelaskannya,34,29,3
14427,Saya merasa aneh saja.,tidak_jelas, , , ,sedang, ,merasa aneh,22,11,2
14428,"Mungkin karena kecapekan, dok?",tidak_jelas, , , ,sedang, ,kecapekan,30,9,1
14429,"Ah, sudahlah, dok.",tidak_jelas, , , ,sedang, ,ah sudahlah,18,11,2
14430,"Ini agak susah dijelaskan, pokoknya begitu!",tidak_jelas, , , ,ringan, ,agak susah dijelaskan pokoknya,43,30,4
14431,"Entahlah, saya juga bingung dengan badan saya.",tidak_jelas, , , ,sedang, ,entahlah juga bingung badan,46,27,4
14432,"Saya tidak tahu persisnya, tapi ada yang aneh.",tidak_jelas, , , ,sedang, ,tidak tahu persisnya tapi aneh,46,30,5
14433,"Ah, sudahlah, susah menjelaskannya!",tidak_jelas, , , ,sedang, ,ah sudahlah susah menjelaskannya,35,32,4
14434,Saya sendiri tidak mengerti apa yang terjadi.,tidak_jelas, , , ,sedang, ,tidak mengerti apa terjadi,45,26,4
14435,Intinya saya merasa tidak beres saja.,tidak_jelas, , , ,sedang, ,intinya merasa tidak beres,37,26,4
14436,"Bagaimana ya menjelaskannya, rumit sekali.",tidak_jelas, , , ,berat, ,bagaimana menjelaskannya rumit sekali,42,37,4
14437,Rasanya tuh... ya begitulah pokoknya!,tidak_jelas, , , ,sedang, ,rasanya tuh begitulah pokoknya,37,30,4
14438,"Pokoknya rasanya tidak enak saja, dok.",tidak_jelas, , , ,sedang, ,pokoknya rasanya tidak enak,38,27,4
14439,"Aduh, saya susah menjelaskannya seperti apa.",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya apa,44,29,4
14440,"Hmm, entahlah, saya juga tidak mengerti.",tidak_jelas, , , ,sedang, ,hmm entahlah juga tidak mengerti,40,32,5
14441,"Rasanya campur aduk, sulit diungkapkan dengan kata-kata.",tidak_jelas, , , ,sedang, ,rasanya campur aduk sulit diungkapkan kata kata,56,47,7
14442,"Saya bingung, dok, intinya tidak nyaman.",tidak_jelas, , , ,sedang, ,bingung intinya tidak nyaman,40,28,4
14443,"Ah, sudahlah, lupakan saja, dok.",tidak_jelas, , , ,sedang, ,ah sudahlah lupakan,32,19,3
14444,"Entah kenapa, perasaan saya jadi begini.",tidak_jelas, , , ,sedang, ,entah kenapa perasaan jadi,40,26,4
14445,Saya kurang paham dengan yang saya rasakan ini.,tidak_jelas, , , ,sedang, ,kurang paham rasakan,47,20,3
14446,"Rasanya seperti ada sesuatu yang aneh, tapi susah dijelaskan.",tidak_jelas, , , ,sedang, ,rasanya sesuatu aneh tapi susah dijelaskan,61,42,6
14447,"Ah, sudahlah, saya tidak yakin bagaimana mengungkapkannya.",tidak_jelas, , , ,sedang, ,ah sudahlah tidak yakin bagaimana mengungkapkannya,58,50,6
14448,"Saya tidak tahu persisnya, tapi ada yang salah.",tidak_jelas, , , ,sedang, ,tidak tahu persisnya tapi salah,47,31,5
14449,Pokoknya terasa berbeda dari biasanya.,tidak_jelas, , , ,sedang, ,pokoknya terasa berbeda biasanya,38,32,4
14450,"Saya merasa... yah, begitulah.",tidak_jelas, , , ,sedang, ,merasa begitulah,30,16,2
14451,Susah untuk didefinisikan dengan kata-kata.,tidak_jelas, , , ,sedang, ,susah didefinisikan kata kata,43,29,4
14452,Saya tidak bisa menjelaskan dengan detail.,tidak_jelas, , , ,sedang, ,tidak menjelaskan detail,42,24,3
14453,"Mungkin cuma perasaan saya saja, entahlah!",tidak_jelas, , , ,sedang, ,perasaan entahlah,42,17,2
14454,"Rasanya tuh, kayak... pokoknya gak enak.",tidak_jelas, , , ,sedang, ,rasanya tuh pokoknya tidak enak,40,31,5
14455,"Saya kurang mengerti maksudnya, dok.",tidak_jelas, , , ,sedang, ,kurang mengerti maksudnya,36,25,3
14456,"Ya gitu deh, susah dibilang dengan kata-kata.",tidak_jelas, , , ,sedang, ,susah dibilang kata kata,45,24,4
14457,"Pokoknya aneh, tidak seperti biasanya.",tidak_jelas, , , ,sedang, ,pokoknya aneh tidak biasanya,38,28,4
14458,"Ah, sudahlah, lupakan saja pertanyaan tadi.",tidak_jelas, ,1 hari, ,sedang, ,ah sudahlah lupakan pertanyaan tadi,43,35,5
14459,Mungkin saya salah merasakan sesuatu.,tidak_jelas, , , ,sedang, ,salah merasakan sesuatu,37,23,3
14460,"Saya tidak yakin dengan jawaban saya, dok.",tidak_jelas, , , ,sedang, ,tidak yakin jawaban,42,19,3
14461,"Saya agak lupa dok, kejadiannya kapan.",tidak_jelas, , , ,ringan, ,agak lupa kejadiannya kapan,38,27,4
14462,"Rasanya tuh campur aduk, susah dijelaskan!",tidak_jelas, , , ,sedang, ,rasanya tuh campur aduk susah dijelaskan,42,40,6
14463,Pokoknya saya merasa tidak beres.,tidak_jelas, , , ,sedang, ,pokoknya merasa tidak beres,33,27,4
14464,"Gimana ya, saya juga bingung mau cerita dari mana.",tidak_jelas, , , ,sedang, ,gimana juga bingung cerita mana,50,31,5
14465,"Ah, sudahlah, saya pasrah saja.",tidak_jelas, , , ,sedang, ,ah sudahlah pasrah,31,18,3
14466,Saya tidak yakin itu penting atau tidak.,tidak_jelas, , , ,sedang, ,tidak yakin penting tidak,40,25,4
14467,Saya kurang mengerti apa yang terjadi sebenarnya.,tidak_jelas, , , ,sedang, ,kurang mengerti apa terjadi sebenarnya,49,38,5
14468,"Itu... pokoknya begitulah, Dok.",tidak_jelas, , , ,sedang, ,pokoknya begitulah,31,18,2
14469,Saya tidak bisa menggambarkan dengan tepat.,tidak_jelas, , , ,sedang, ,tidak menggambarkan tepat,43,25,3
14470,"Rasanya seperti itu deh, Dok.",tidak_jelas, , , ,sedang, ,rasanya,29,7,1
14471,"Entahlah, Dok, saya jadi linglung.",tidak_jelas, , , ,sedang, ,entahlah jadi linglung,34,22,3
14472,"Kayaknya iya, mungkin juga tidak.",tidak_jelas, , , ,sedang, ,kayaknya juga tidak,33,19,3
14473,Saya merasa ada sesuatu yang aneh.,tidak_jelas, , , ,sedang, ,merasa sesuatu aneh,34,19,3
14474,Sebenarnya saya sendiri juga bingung.,tidak_jelas, , , ,sedang, ,sebenarnya juga bingung,37,23,3
14475,"Duh, saya jadi blank mendadak.",tidak_jelas, , , ,sedang, ,duh jadi blank mendadak,30,23,4
14476,"Entahlah, Dok, saya merasa aneh saja.",tidak_jelas, , , ,sedang, ,entahlah merasa aneh,37,20,3
14477,"Pokoknya beda dari biasanya, gitu.",tidak_jelas, , , ,sedang, ,pokoknya beda biasanya,34,22,3
14478,"Saya susah menjelaskannya, Dok, campur aduk.",tidak_jelas, , , ,sedang, ,susah menjelaskannya campur aduk,44,32,4
14479,"Ya, begitulah kira-kira yang saya rasakan.",tidak_jelas, , , ,sedang, ,begitulah kira kira rasakan,42,27,4
14480,"Rasanya tuh kayak... ah, susah diungkapkan!",tidak_jelas, , , ,sedang, ,rasanya tuh ah susah diungkapkan,43,32,5
14481,Saya tidak tahu pasti penyebabnya apa.,tidak_jelas, , , ,sedang, ,tidak tahu pasti penyebabnya apa,38,32,5
14482,"Hmm, saya kurang paham juga ini kenapa.",tidak_jelas, , , ,sedang, ,hmm kurang paham juga kenapa,39,28,5
14483,"Dok, saya juga bingung mau mulai dari mana.",tidak_jelas, , , ,sedang, ,juga bingung mulai mana,43,23,4
14484,"Intinya, saya merasa tidak beres, Dok!",tidak_jelas, , , ,sedang, ,intinya merasa tidak beres,38,26,4
14485,"Rasanya seperti itu, tapi entahlah.",tidak_jelas, , , ,sedang, ,rasanya tapi entahlah,35,21,3
14486,"Ya, begitulah kira-kira, dok.",tidak_jelas, , , ,sedang, ,begitulah kira kira,29,19,3
14487,Sulit untuk dijelaskan dengan kata-kata.,tidak_jelas, , , ,sedang, ,sulit dijelaskan kata kata,40,26,4
14488,"Ah, susah sekali mau ngomongnya.",tidak_jelas, , , ,berat, ,ah susah sekali ngomongnya,32,26,4
14489,"Pokoknya rasanya aneh sekali, dok!",tidak_jelas, , , ,berat, ,pokoknya rasanya aneh sekali,34,28,4
14490,"Mungkin iya, mungkin juga tidak.",tidak_jelas, , , ,sedang, ,juga tidak,32,10,2
14491,"Entahlah, saya jadi linglung sendiri.",tidak_jelas, , , ,sedang, ,entahlah jadi linglung,37,22,3
14492,Saya tidak yakin apa yang sebenarnya terjadi.,tidak_jelas, , , ,sedang, ,tidak yakin apa sebenarnya terjadi,45,34,5
14493,"Entahlah, rasanya campur aduk.",tidak_jelas, , , ,sedang, ,entahlah rasanya campur aduk,30,28,4
14494,Saya juga tidak paham kenapa begini.,tidak_jelas, , , ,sedang, ,juga tidak paham kenapa,36,23,4
14495,Pokoknya aneh sekali rasanya!,tidak_jelas, , , ,berat, ,pokoknya aneh sekali rasanya,29,28,4
14496,Bingung mau mulai dari mana.,tidak_jelas, , , ,sedang, ,bingung mulai mana,28,18,3
14497,"Rasanya tidak karuan, susah dijelaskan.",tidak_jelas, , , ,sedang, ,rasanya tidak karuan susah dijelaskan,39,37,5
14498,"Aduh, lupa lagi mau ngomong apa.",tidak_jelas, , , ,sedang, ,aduh lupa lagi ngomong apa,32,26,5
14499,"Ya begitu deh, susah dipahami.",tidak_jelas, , , ,sedang, ,susah dipahami,30,14,2
14500,Saya sendiri juga masih bertanya-tanya.,tidak_jelas, , , ,sedang, ,juga masih bertanya tanya,39,25,4
14501,"Rasanya pokoknya serba salah, dok!",tidak_jelas, , , ,sedang, ,rasanya pokoknya serba salah,34,28,4
14502,"Entahlah, saya sulit mendeskripsikannya.",tidak_jelas, , , ,sedang, ,entahlah sulit mendeskripsikannya,40,33,3
14503,"Mungkin saja, tapi saya kurang mengerti.",tidak_jelas, , , ,sedang, ,tapi kurang mengerti,40,20,3
14504,"Saya lupa dok, sudah lama sekali rasanya.",tidak_jelas, , , ,berat, ,lupa sudah lama sekali rasanya,41,30,5
14505,"Hmm, agak susah untuk dijelaskan dengan kata-kata.",tidak_jelas, , , ,ringan, ,hmm agak susah dijelaskan kata kata,50,35,6
14506,"Ya begitulah kira-kira, dok!",tidak_jelas, , , ,sedang, ,begitulah kira kira,28,19,3
14507,Saya juga tidak tahu pasti apa yang terjadi.,tidak_jelas, , , ,sedang, ,juga tidak tahu pasti apa terjadi,44,33,6
14508,Saya juga tidak yakin ini apa sebenarnya.,tidak_jelas, , , ,sedang, ,juga tidak yakin apa sebenarnya,41,31,5
14509,"Aduh, gimana ya bilangnya, saya jadi lupa.",tidak_jelas, , , ,sedang, ,aduh gimana bilangnya jadi lupa,42,31,5
14510,"Pokoknya begitu deh, susah dijelaskan dengan kata-kata.",tidak_jelas, , , ,sedang, ,pokoknya susah dijelaskan kata kata,55,35,5
14511,"Rasanya aneh sekali, sulit diungkapkan.",tidak_jelas, , , ,berat, ,rasanya aneh sekali sulit diungkapkan,39,37,5
14512,"Saya kurang paham, intinya saya merasa tidak enak.",tidak_jelas, , , ,sedang, ,kurang paham intinya merasa tidak enak,50,38,6
14513,"Mmm, entahlah, saya tidak bisa memastikan.",tidak_jelas, , , ,sedang, ,mmm entahlah tidak memastikan,42,29,4
14514,Saya tidak begitu mengerti apa yang terjadi.,tidak_jelas, , , ,sedang, ,tidak mengerti apa terjadi,44,26,4
14515,"Ya gitu deh dok, bingung mau cerita dari mana.",tidak_jelas, , , ,sedang, ,bingung cerita mana,46,19,3
14516,"Saya agak lupa detailnya, tapi ya begitulah kira-kira.",tidak_jelas, , , ,ringan, ,agak lupa detailnya tapi begitulah kira kira,54,44,7
14517,"Ah, sudahlah, saya juga pusing menjelaskannya!",tidak_jelas,pusing, , ,sedang,Hipertensi,ah sudahlah juga pusing menjelaskannya,46,38,5
14518,"Rasanya aneh sekali, sulit dijelaskan dengan kata-kata.",tidak_jelas, , , ,berat, ,rasanya aneh sekali sulit dijelaskan kata kata,55,46,7
14519,"Entahlah, saya merasa ada yang tidak beres.",tidak_jelas, , , ,sedang, ,entahlah merasa tidak beres,43,27,4
14520,"Saya tidak yakin bagaimana memulainya, dok.",tidak_jelas, , , ,sedang, ,tidak yakin bagaimana memulainya,43,32,4
14521,"Pokoknya, semuanya terasa serba salah.",tidak_jelas, , , ,sedang, ,pokoknya semuanya terasa serba salah,38,36,5
14522,"Saya merasa seperti ada sesuatu yang mengganjal, tapi apa ya?",tidak_jelas, , , ,sedang, ,merasa sesuatu mengganjal tapi apa,61,34,5
14523,Sulit untuk menguraikan apa yang sebenarnya saya rasakan.,tidak_jelas, , , ,sedang, ,sulit menguraikan apa sebenarnya rasakan,57,40,5
14524,"Aduh, pusing mau menjelaskannya dari mana.",tidak_jelas,pusing, , ,sedang,Hipertensi,aduh pusing menjelaskannya mana,42,31,4
14525,"Bingung, campur aduk rasanya!",tidak_jelas, , , ,sedang, ,bingung campur aduk rasanya,29,27,4
14526,Saya tidak tahu pasti apa yang menyebabkan ini.,tidak_jelas, , , ,sedang, ,tidak tahu pasti apa menyebabkan,47,32,5
